ticker,thread_id,forms_in_thread,normalized_forms_in_thread,accession_count,filing_count,extracted_text_count,ok_extraction_count,file_count,byte_count,has_company_submissions,submission_archive_count,sample_start_date,sample_end_date
SBUX,SBUX_0000000000-19-008093,"UPLOAD, CORRESP, UPLOAD, CORRESP, UPLOAD","STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER",5,5,5,5,17,202686,True,0,2016-01-01,2026-04-28
SBUX,SBUX_0000000000-20-002630,"UPLOAD, CORRESP, UPLOAD","STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER",3,3,3,3,11,117556,True,0,2016-01-01,2026-04-28
SBUX,SBUX_0000000000-21-011675,"UPLOAD, CORRESP, UPLOAD, CORRESP, UPLOAD","STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER",5,5,5,5,17,216983,True,0,2016-01-01,2026-04-28
SBUX,SBUX_0000000000-24-000582,UPLOAD,STAFF_LETTER,1,1,1,1,5,35179,True,0,2016-01-01,2026-04-28
SMCI,,,,0,0,0,0,1,308979,True,0,,
SO,SO_0000000000-21-010013,"UPLOAD, CORRESP, UPLOAD, CORRESP, UPLOAD","STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER",5,5,5,5,17,136364,True,1,2016-01-01,2026-04-28
SOLV,SOLV_0000000000-23-002523,"UPLOAD, UPLOAD, UPLOAD, UPLOAD","STAFF_LETTER, STAFF_LETTER, STAFF_LETTER, STAFF_LETTER",4,4,4,4,14,176711,True,0,2016-01-01,2026-04-28
SOLV,SOLV_0000000000-24-000187,"UPLOAD, UPLOAD, UPLOAD, CORRESP","STAFF_LETTER, STAFF_LETTER, STAFF_LETTER, FILER_RESPONSE",4,4,4,4,14,138042,True,0,2016-01-01,2026-04-28
SOLV,SOLV_0000000000-24-002348,"UPLOAD, CORRESP, CORRESP, SEC STAFF LETTER, SEC STAFF ACTION","STAFF_LETTER, FILER_RESPONSE, FILER_RESPONSE, STAFF_LETTER, STAFF_ACTION",5,5,5,5,17,140959,True,0,2016-01-01,2026-04-28
SOLV,SOLV_0000000000-24-012887,"UPLOAD, CORRESP","STAFF_LETTER, FILER_RESPONSE",2,2,2,2,8,40733,True,0,2016-01-01,2026-04-28
SOLV,SOLV_9999999997-24-000415,SEC STAFF LETTER,STAFF_LETTER,1,1,1,1,5,49919,True,0,2016-01-01,2026-04-28
STE,STE_0000000000-21-002841,"UPLOAD, CORRESP","STAFF_LETTER, FILER_RESPONSE",2,2,2,2,8,42028,True,0,2016-01-01,2026-04-28
STE,STE_0000000000-24-003167,"UPLOAD, CORRESP, UPLOAD, CORRESP, UPLOAD","STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER",5,5,5,5,17,164974,True,0,2016-01-01,2026-04-28
TAP,TAP_0000000000-16-060314,"UPLOAD, CORRESP, UPLOAD, UPLOAD, CORRESP, CORRESP, CORRESP, UPLOAD, UPLOAD, CORRESP","STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER, STAFF_LETTER, FILER_RESPONSE, FILER_RESPONSE, FILER_RESPONSE, STAFF_LETTER, STAFF_LETTER, FILER_RESPONSE",10,10,10,10,32,441901,True,1,2016-01-01,2026-04-28
TAP,TAP_0000000000-18-010207,"UPLOAD, CORRESP, UPLOAD","STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER",3,3,3,3,11,105145,True,1,2016-01-01,2026-04-28
TAP,TAP_0000000000-19-008459,"UPLOAD, UPLOAD, CORRESP","STAFF_LETTER, STAFF_LETTER, FILER_RESPONSE",3,3,3,3,11,92077,True,1,2016-01-01,2026-04-28
TAP,TAP_0000000000-23-002985,"UPLOAD, CORRESP, UPLOAD","STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER",3,3,3,3,11,100613,True,1,2016-01-01,2026-04-28
TFC,TFC_0000000000-16-105326,"UPLOAD, CORRESP, UPLOAD","STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER",3,3,3,3,11,92625,True,1,2016-01-01,2026-04-28
TFC,TFC_0000000000-19-006560,"UPLOAD, CORRESP, CORRESP, UPLOAD, CORRESP, CORRESP, UPLOAD, CORRESP","STAFF_LETTER, FILER_RESPONSE, FILER_RESPONSE, STAFF_LETTER, FILER_RESPONSE, FILER_RESPONSE, STAFF_LETTER, FILER_RESPONSE",8,8,8,8,26,215985,True,1,2016-01-01,2026-04-28
TFC,TFC_0000000000-20-006213,"UPLOAD, CORRESP","STAFF_LETTER, FILER_RESPONSE",2,2,2,2,8,40982,True,1,2016-01-01,2026-04-28
TFC,TFC_0000000000-22-000223,"UPLOAD, CORRESP","STAFF_LETTER, FILER_RESPONSE",2,2,2,2,8,39883,True,1,2016-01-01,2026-04-28
TFC,TFC_0000000000-24-004217,"UPLOAD, CORRESP, UPLOAD","STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER",3,3,3,3,11,332427,True,1,2016-01-01,2026-04-28
TPL,TPL_0000000000-20-005339,"UPLOAD, UPLOAD, SEC STAFF ACTION","STAFF_LETTER, STAFF_LETTER, STAFF_ACTION",3,3,3,3,11,83714,True,1,2016-01-01,2026-04-28
TPL,TPL_0000000000-25-010229,"UPLOAD, CORRESP, CORRESP, UPLOAD","STAFF_LETTER, FILER_RESPONSE, FILER_RESPONSE, STAFF_LETTER",4,4,4,4,14,262987,True,1,2016-01-01,2026-04-28
TPR,TPR_0000000000-20-000940,"UPLOAD, CORRESP, UPLOAD","STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER",3,3,3,3,11,81991,True,0,2016-01-01,2026-04-28
TYL,TYL_0000000000-18-028949,"UPLOAD, CORRESP, UPLOAD","STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER",3,3,3,3,11,111152,True,1,2016-01-01,2026-04-28
TYL,TYL_0000000000-23-009644,"UPLOAD, CORRESP, UPLOAD, UPLOAD, UPLOAD","STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER, STAFF_LETTER, STAFF_LETTER",5,5,5,5,17,206711,True,1,2016-01-01,2026-04-28
TYL,TYL_0000000000-25-003720,"UPLOAD, CORRESP, UPLOAD","STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER",3,3,3,3,11,270753,True,1,2016-01-01,2026-04-28
USB,,,,0,0,0,0,2,755530,True,1,,
VRSK,VRSK_0000000000-19-010409,"UPLOAD, CORRESP, UPLOAD","STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER",3,3,3,3,11,81908,True,0,2016-01-01,2026-04-28
VRTX,VRTX_0000000000-16-076290,"UPLOAD, CORRESP, UPLOAD, CORRESP, CORRESP, UPLOAD, CORRESP, CORRESP, UPLOAD, CORRESP, CORRESP, UPLOAD","STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER, FILER_RESPONSE, FILER_RESPONSE, STAFF_LETTER, FILER_RESPONSE, FILER_RESPONSE, STAFF_LETTER, FILER_RESPONSE, FILER_RESPONSE, STAFF_LETTER",12,12,12,12,38,866897,True,1,2016-01-01,2026-04-28
VRTX,VRTX_0000000000-22-010341,"UPLOAD, CORRESP, UPLOAD","STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER",3,3,3,3,11,88982,True,1,2016-01-01,2026-04-28
VRTX,VRTX_0000000000-25-003690,"UPLOAD, CORRESP, UPLOAD","STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER",3,3,3,3,11,80171,True,1,2016-01-01,2026-04-28
VRTX,VRTX_9999999997-20-000600,"SEC STAFF LETTER, SEC STAFF LETTER","STAFF_LETTER, STAFF_LETTER",2,2,2,2,8,339337,True,1,2016-01-01,2026-04-28
VST,VST_0000000000-17-002173,"UPLOAD, CORRESP, UPLOAD, CORRESP, UPLOAD, CORRESP, CORRESP","STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER, FILER_RESPONSE, FILER_RESPONSE",7,7,7,7,23,561593,True,0,2016-01-01,2026-04-28
VST,VST_0000000000-17-045125,"UPLOAD, CORRESP","STAFF_LETTER, FILER_RESPONSE",2,2,2,2,8,36221,True,0,2016-01-01,2026-04-28
VST,VST_0000000000-18-023647,"UPLOAD, CORRESP","STAFF_LETTER, FILER_RESPONSE",2,2,2,2,8,35889,True,0,2016-01-01,2026-04-28
VST,VST_0000000000-20-004451,"UPLOAD, CORRESP, UPLOAD","STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER",3,3,3,3,11,84000,True,0,2016-01-01,2026-04-28
VST,VST_9999999997-21-001049,"SEC STAFF LETTER, SEC STAFF LETTER","STAFF_LETTER, STAFF_LETTER",2,2,2,2,8,402361,True,0,2016-01-01,2026-04-28
VTR,VTR_0000000000-16-073108,"UPLOAD, CORRESP, UPLOAD, CORRESP, UPLOAD","STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER",5,5,5,5,17,383438,True,1,2016-01-01,2026-04-28
VTR,VTR_0000000000-17-010655,"UPLOAD, CORRESP, UPLOAD","STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER",3,3,3,3,11,81900,True,1,2016-01-01,2026-04-28
VTR,VTR_0000000000-18-007350,"UPLOAD, CORRESP, UPLOAD, CORRESP, UPLOAD","STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER",5,5,5,5,17,328925,True,1,2016-01-01,2026-04-28
VTR,VTR_0000000000-21-006675,"UPLOAD, CORRESP, UPLOAD, CORRESP, UPLOAD, UPLOAD, CORRESP","STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER, STAFF_LETTER, FILER_RESPONSE",7,7,7,7,23,201593,True,1,2016-01-01,2026-04-28
VTR,VTR_0000000000-22-002848,UPLOAD,STAFF_LETTER,1,1,1,1,5,33403,True,1,2016-01-01,2026-04-28
WM,WM_0000000000-16-086446,"UPLOAD, CORRESP, CORRESP, UPLOAD","STAFF_LETTER, FILER_RESPONSE, FILER_RESPONSE, STAFF_LETTER",4,4,4,4,14,257308,True,1,2016-01-01,2026-04-28
WM,WM_0000000000-18-020863,"UPLOAD, CORRESP, UPLOAD","STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER",3,3,3,3,11,125064,True,1,2016-01-01,2026-04-28
WM,WM_0000000000-22-003136,"UPLOAD, CORRESP, UPLOAD","STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER",3,3,3,3,11,87735,True,1,2016-01-01,2026-04-28
WM,WM_0000000000-25-005259,"UPLOAD, CORRESP, CORRESP","STAFF_LETTER, FILER_RESPONSE, FILER_RESPONSE",3,3,3,3,11,64032,True,1,2016-01-01,2026-04-28
WMT,WMT_0000000000-16-083666,"UPLOAD, CORRESP, UPLOAD","STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER",3,3,3,3,11,334718,True,1,2016-01-01,2026-04-28
WMT,WMT_0000000000-17-017799,"UPLOAD, CORRESP, UPLOAD, CORRESP, UPLOAD","STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER",5,5,5,5,17,203158,True,1,2016-01-01,2026-04-28
WMT,WMT_0000000000-18-022033,"UPLOAD, CORRESP, UPLOAD","STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER",3,3,3,3,11,179670,True,1,2016-01-01,2026-04-28
WRB,WRB_0000000000-17-014278,"UPLOAD, CORRESP, CORRESP, UPLOAD","STAFF_LETTER, FILER_RESPONSE, FILER_RESPONSE, STAFF_LETTER",4,4,4,4,14,220359,True,0,2016-01-01,2026-04-28
WY,WY_0000000000-16-068574,"UPLOAD, CORRESP, CORRESP, UPLOAD, CORRESP, UPLOAD","STAFF_LETTER, FILER_RESPONSE, FILER_RESPONSE, STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER",6,6,6,6,20,269972,True,0,2016-01-01,2026-04-28
WYNN,WYNN_0000000000-18-013115,UPLOAD,STAFF_LETTER,1,1,1,1,5,117067,True,0,2016-01-01,2026-04-28
XYL,XYL_0000000000-17-043097,"UPLOAD, CORRESP, UPLOAD","STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER",3,3,3,3,11,249209,True,0,2016-01-01,2026-04-28
XYL,XYL_0000000000-20-002659,"UPLOAD, CORRESP, UPLOAD","STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER",3,3,3,3,11,124553,True,0,2016-01-01,2026-04-28
XYL,XYL_0000000000-22-008046,"UPLOAD, CORRESP, UPLOAD, CORRESP, CORRESP, UPLOAD, UPLOAD, CORRESP, UPLOAD, CORRESP, UPLOAD","STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER, FILER_RESPONSE, FILER_RESPONSE, STAFF_LETTER, STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER",11,11,11,11,35,508482,True,0,2016-01-01,2026-04-28
XYL,XYL_0000000000-24-008323,"UPLOAD, CORRESP, UPLOAD, CORRESP, CORRESP, UPLOAD, UPLOAD","STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER, FILER_RESPONSE, FILER_RESPONSE, STAFF_LETTER, STAFF_LETTER",7,7,7,7,23,205213,True,0,2016-01-01,2026-04-28
XYZ,XYZ_0000000000-18-025443,"UPLOAD, CORRESP, CORRESP, UPLOAD, CORRESP, UPLOAD","STAFF_LETTER, FILER_RESPONSE, FILER_RESPONSE, STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER",6,6,6,6,20,275210,True,1,2016-01-01,2026-04-28
XYZ,XYZ_0000000000-23-006942,"UPLOAD, CORRESP, UPLOAD","STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER",3,3,3,3,11,74507,True,1,2016-01-01,2026-04-28
ZBH,ZBH_0000000000-18-013314,"UPLOAD, CORRESP, CORRESP, UPLOAD","STAFF_LETTER, FILER_RESPONSE, FILER_RESPONSE, STAFF_LETTER",4,4,4,4,14,756983,True,1,2016-01-01,2026-04-28
